"","ST","Drug","NumRes","NumSusc","Pathogen"
"57","104","Trimethoprim",0,1,"E. coli"
"58","1148","Amikacin",0,1,"E. coli"
"59","1148","AmoxiClav",0,1,"E. coli"
"60","1148","Ampicillin",0,1,"E. coli"
"61","1148","Aztreonam",0,1,"E. coli"
"62","1148","Cefalotin",0,0,"E. coli"
"63","1148","Cefepime",0,1,"E. coli"
"64","1148","Cefotaxime",0,1,"E. coli"
"65","1148","Cefoxitin",0,1,"E. coli"
"66","1148","Ceftazidime",0,1,"E. coli"
"67","1148","Cefuroxime",0,1,"E. coli"
"68","1148","CefuroximeAxetil",0,1,"E. coli"
"69","1148","Ciprofloxacin",0,1,"E. coli"
"70","1148","Ertapenem",0,1,"E. coli"
"71","1148","Gentamicin",0,1,"E. coli"
"72","1148","Meropenem",0,1,"E. coli"
"73","1148","PipTaz",0,1,"E. coli"
"74","1148","Tigecycline",0,1,"E. coli"
"75","1148","Tobramycin",0,1,"E. coli"
"76","1148","Trimethoprim",1,0,"E. coli"
"77","115","Amikacin",0,1,"E. coli"
"78","115","AmoxiClav",0,1,"E. coli"
"79","115","Ampicillin",1,0,"E. coli"
"80","115","Aztreonam",0,1,"E. coli"
"81","115","Cefalotin",0,0,"E. coli"
"82","115","Cefepime",0,1,"E. coli"
"83","115","Cefotaxime",0,1,"E. coli"
"84","115","Cefoxitin",0,1,"E. coli"
"85","115","Ceftazidime",0,1,"E. coli"
"86","115","Cefuroxime",0,1,"E. coli"
"87","115","CefuroximeAxetil",0,1,"E. coli"
"88","115","Ciprofloxacin",1,0,"E. coli"
"89","115","Ertapenem",0,1,"E. coli"
"90","115","Gentamicin",0,1,"E. coli"
"91","115","Meropenem",0,1,"E. coli"
"92","115","PipTaz",0,1,"E. coli"
"93","115","Tigecycline",0,1,"E. coli"
"94","115","Tobramycin",0,1,"E. coli"
"95","115","Trimethoprim",1,0,"E. coli"
"96","117","Amikacin",0,2,"E. coli"
"97","117","AmoxiClav",0,2,"E. coli"
"98","117","Ampicillin",2,0,"E. coli"
"99","117","Aztreonam",0,1,"E. coli"
"100","117","Cefalotin",1,1,"E. coli"
"101","117","Cefepime",0,2,"E. coli"
"102","117","Cefotaxime",1,1,"E. coli"
"103","117","Cefoxitin",0,2,"E. coli"
"104","117","Ceftazidime",0,2,"E. coli"
"105","117","Cefuroxime",1,1,"E. coli"
"106","117","CefuroximeAxetil",1,1,"E. coli"
"107","117","Ciprofloxacin",0,2,"E. coli"
"108","117","Ertapenem",0,2,"E. coli"
"109","117","Gentamicin",0,2,"E. coli"
"110","117","Meropenem",0,2,"E. coli"
"111","117","PipTaz",0,2,"E. coli"
"112","117","Tigecycline",0,2,"E. coli"
"113","117","Tobramycin",0,2,"E. coli"
"114","117","Trimethoprim",2,0,"E. coli"
"115","1170","Amikacin",0,1,"E. coli"
"116","1170","AmoxiClav",0,1,"E. coli"
"117","1170","Ampicillin",0,1,"E. coli"
"118","1170","Aztreonam",0,1,"E. coli"
"119","1170","Cefalotin",0,1,"E. coli"
"120","1170","Cefepime",0,1,"E. coli"
"121","1170","Cefotaxime",0,1,"E. coli"
"122","1170","Cefoxitin",0,1,"E. coli"
"123","1170","Ceftazidime",0,1,"E. coli"
"124","1170","Cefuroxime",0,1,"E. coli"
"125","1170","CefuroximeAxetil",0,1,"E. coli"
"126","1170","Ciprofloxacin",0,1,"E. coli"
"127","1170","Ertapenem",0,1,"E. coli"
"128","1170","Gentamicin",0,1,"E. coli"
"129","1170","Meropenem",0,1,"E. coli"
"130","1170","PipTaz",0,1,"E. coli"
"131","1170","Tigecycline",0,1,"E. coli"
"132","1170","Tobramycin",0,1,"E. coli"
"133","1170","Trimethoprim",0,1,"E. coli"
"134","1193","Amikacin",0,1,"E. coli"
"135","1193","AmoxiClav",0,1,"E. coli"
"136","1193","Ampicillin",1,0,"E. coli"
"137","1193","Aztreonam",0,1,"E. coli"
"138","1193","Cefalotin",0,1,"E. coli"
"139","1193","Cefepime",0,1,"E. coli"
"140","1193","Cefotaxime",0,1,"E. coli"
"141","1193","Cefoxitin",0,1,"E. coli"
"142","1193","Ceftazidime",0,1,"E. coli"
"143","1193","Cefuroxime",0,1,"E. coli"
"144","1193","CefuroximeAxetil",0,1,"E. coli"
"145","1193","Ciprofloxacin",1,0,"E. coli"
"146","1193","Ertapenem",0,1,"E. coli"
"147","1193","Gentamicin",1,0,"E. coli"
"148","1193","Meropenem",0,1,"E. coli"
"149","1193","PipTaz",0,1,"E. coli"
"150","1193","Tigecycline",0,1,"E. coli"
"151","1193","Tobramycin",1,0,"E. coli"
"152","1193","Trimethoprim",1,0,"E. coli"
"153","12","Amikacin",0,13,"E. coli"
"154","12","AmoxiClav",4,9,"E. coli"
"155","12","Ampicillin",7,6,"E. coli"
"156","12","Aztreonam",0,12,"E. coli"
"157","12","Cefalotin",2,10,"E. coli"
"158","12","Cefepime",0,12,"E. coli"
"159","12","Cefotaxime",1,12,"E. coli"
"160","12","Cefoxitin",0,13,"E. coli"
"161","12","Ceftazidime",0,13,"E. coli"
"162","12","Cefuroxime",1,12,"E. coli"
"163","12","CefuroximeAxetil",1,12,"E. coli"
"164","12","Ciprofloxacin",1,12,"E. coli"
"165","12","Ertapenem",0,13,"E. coli"
"166","12","Gentamicin",0,12,"E. coli"
"167","12","Meropenem",0,13,"E. coli"
"168","12","PipTaz",0,12,"E. coli"
"169","12","Tigecycline",0,13,"E. coli"
"170","12","Tobramycin",0,12,"E. coli"
"171","12","Trimethoprim",2,10,"E. coli"
"172","127","Amikacin",0,12,"E. coli"
"173","127","AmoxiClav",1,11,"E. coli"
"174","127","Ampicillin",4,8,"E. coli"
"175","127","Aztreonam",0,12,"E. coli"
"176","127","Cefalotin",0,11,"E. coli"
"177","127","Cefepime",0,12,"E. coli"
"178","127","Cefotaxime",0,12,"E. coli"
"179","127","Cefoxitin",0,12,"E. coli"
"180","127","Ceftazidime",0,12,"E. coli"
"181","127","Cefuroxime",1,11,"E. coli"
"182","127","CefuroximeAxetil",1,11,"E. coli"
"183","127","Ciprofloxacin",0,12,"E. coli"
"184","127","Ertapenem",0,12,"E. coli"
"185","127","Gentamicin",0,12,"E. coli"
"186","127","Meropenem",0,12,"E. coli"
"187","127","PipTaz",0,12,"E. coli"
"188","127","Tigecycline",0,12,"E. coli"
"189","127","Tobramycin",0,12,"E. coli"
"190","127","Trimethoprim",1,11,"E. coli"
"191","129","Amikacin",0,1,"E. coli"
"192","129","AmoxiClav",0,1,"E. coli"
"193","129","Ampicillin",0,1,"E. coli"
"194","129","Aztreonam",0,1,"E. coli"
"195","129","Cefalotin",0,0,"E. coli"
"196","129","Cefepime",0,1,"E. coli"
"197","129","Cefotaxime",0,1,"E. coli"
"198","129","Cefoxitin",0,1,"E. coli"
"199","129","Ceftazidime",0,1,"E. coli"
"200","129","Cefuroxime",0,1,"E. coli"
"201","129","CefuroximeAxetil",0,1,"E. coli"
"202","129","Ciprofloxacin",0,1,"E. coli"
"203","129","Ertapenem",0,1,"E. coli"
"204","129","Gentamicin",0,1,"E. coli"
"205","129","Meropenem",0,1,"E. coli"
"206","129","PipTaz",0,1,"E. coli"
"207","129","Tigecycline",0,1,"E. coli"
"208","129","Tobramycin",0,1,"E. coli"
"209","129","Trimethoprim",0,1,"E. coli"
"210","131","Amikacin",1,59,"E. coli"
"211","131","AmoxiClav",36,35,"E. coli"
"212","131","Ampicillin",56,15,"E. coli"
"213","131","Aztreonam",16,51,"E. coli"
"214","131","Cefalotin",27,6,"E. coli"
"215","131","Cefepime",6,57,"E. coli"
"216","131","Cefotaxime",24,47,"E. coli"
"217","131","Cefoxitin",2,65,"E. coli"
"218","131","Ceftazidime",11,51,"E. coli"
"219","131","Cefuroxime",30,41,"E. coli"
"220","131","CefuroximeAxetil",30,41,"E. coli"
"221","131","Ciprofloxacin",49,20,"E. coli"
"222","131","Ertapenem",0,71,"E. coli"
"223","131","Gentamicin",14,57,"E. coli"
"224","131","Meropenem",0,71,"E. coli"
"225","131","PipTaz",5,65,"E. coli"
"226","131","Tigecycline",0,71,"E. coli"
"227","131","Tobramycin",28,40,"E. coli"
"228","131","Trimethoprim",41,30,"E. coli"
"229","135","Amikacin",0,1,"E. coli"
"230","135","AmoxiClav",0,1,"E. coli"
"231","135","Ampicillin",0,1,"E. coli"
"232","135","Aztreonam",0,1,"E. coli"
"233","135","Cefalotin",0,0,"E. coli"
"234","135","Cefepime",0,1,"E. coli"
"235","135","Cefotaxime",0,1,"E. coli"
"236","135","Cefoxitin",0,1,"E. coli"
"237","135","Ceftazidime",0,1,"E. coli"
"238","135","Cefuroxime",1,0,"E. coli"
"239","135","CefuroximeAxetil",1,0,"E. coli"
"240","135","Ciprofloxacin",0,1,"E. coli"
"241","135","Ertapenem",0,1,"E. coli"
"242","135","Gentamicin",0,1,"E. coli"
"243","135","Meropenem",0,1,"E. coli"
"244","135","PipTaz",0,1,"E. coli"
"245","135","Tigecycline",0,1,"E. coli"
"246","135","Tobramycin",0,1,"E. coli"
"247","135","Trimethoprim",0,1,"E. coli"
"248","136","Amikacin",0,1,"E. coli"
"249","136","AmoxiClav",0,1,"E. coli"
"250","136","Ampicillin",0,1,"E. coli"
"251","136","Aztreonam",0,1,"E. coli"
"252","136","Cefalotin",0,0,"E. coli"
"253","136","Cefepime",0,1,"E. coli"
"254","136","Cefotaxime",0,1,"E. coli"
"255","136","Cefoxitin",0,1,"E. coli"
"256","136","Ceftazidime",0,1,"E. coli"
"257","136","Cefuroxime",0,1,"E. coli"
"258","136","CefuroximeAxetil",0,1,"E. coli"
"259","136","Ciprofloxacin",0,1,"E. coli"
"260","136","Ertapenem",0,1,"E. coli"
"261","136","Gentamicin",0,1,"E. coli"
"262","136","Meropenem",0,1,"E. coli"
"263","136","PipTaz",0,1,"E. coli"
"264","136","Tigecycline",0,1,"E. coli"
"265","136","Tobramycin",0,1,"E. coli"
"266","136","Trimethoprim",0,1,"E. coli"
"267","14","Amikacin",0,5,"E. coli"
"268","14","AmoxiClav",0,5,"E. coli"
"269","14","Ampicillin",1,4,"E. coli"
"270","14","Aztreonam",0,5,"E. coli"
"271","14","Cefalotin",0,4,"E. coli"
"272","14","Cefepime",0,5,"E. coli"
"273","14","Cefotaxime",0,5,"E. coli"
"274","14","Cefoxitin",0,5,"E. coli"
"275","14","Ceftazidime",0,5,"E. coli"
"276","14","Cefuroxime",0,5,"E. coli"
"277","14","CefuroximeAxetil",0,5,"E. coli"
"278","14","Ciprofloxacin",0,5,"E. coli"
"279","14","Ertapenem",0,5,"E. coli"
"280","14","Gentamicin",0,5,"E. coli"
"281","14","Meropenem",0,5,"E. coli"
"282","14","PipTaz",0,5,"E. coli"
"283","14","Tigecycline",0,5,"E. coli"
"284","14","Tobramycin",0,5,"E. coli"
"285","14","Trimethoprim",2,3,"E. coli"
"286","141","Amikacin",0,1,"E. coli"
"287","141","AmoxiClav",0,1,"E. coli"
"288","141","Ampicillin",1,0,"E. coli"
"289","141","Aztreonam",0,1,"E. coli"
"290","141","Cefalotin",0,1,"E. coli"
"291","141","Cefepime",0,1,"E. coli"
"292","141","Cefotaxime",0,1,"E. coli"
"293","141","Cefoxitin",0,1,"E. coli"
"294","141","Ceftazidime",0,1,"E. coli"
"295","141","Cefuroxime",0,1,"E. coli"
"296","141","CefuroximeAxetil",0,1,"E. coli"
"297","141","Ciprofloxacin",0,1,"E. coli"
"298","141","Ertapenem",0,1,"E. coli"
"299","141","Gentamicin",0,1,"E. coli"
"300","141","Meropenem",0,1,"E. coli"
"301","141","PipTaz",0,1,"E. coli"
"302","141","Tigecycline",0,1,"E. coli"
"303","141","Tobramycin",0,1,"E. coli"
"304","141","Trimethoprim",0,1,"E. coli"
"305","1431","Amikacin",0,2,"E. coli"
"306","1431","AmoxiClav",1,1,"E. coli"
"307","1431","Ampicillin",2,0,"E. coli"
"308","1431","Aztreonam",0,2,"E. coli"
"309","1431","Cefalotin",0,1,"E. coli"
"310","1431","Cefepime",0,2,"E. coli"
"311","1431","Cefotaxime",0,2,"E. coli"
"312","1431","Cefoxitin",0,2,"E. coli"
"313","1431","Ceftazidime",0,2,"E. coli"
"314","1431","Cefuroxime",0,2,"E. coli"
"315","1431","CefuroximeAxetil",0,2,"E. coli"
"316","1431","Ciprofloxacin",2,0,"E. coli"
"317","1431","Ertapenem",0,2,"E. coli"
"318","1431","Gentamicin",0,2,"E. coli"
"319","1431","Meropenem",0,2,"E. coli"
"320","1431","PipTaz",0,2,"E. coli"
"321","1431","Tigecycline",0,2,"E. coli"
"322","1431","Tobramycin",0,2,"E. coli"
"323","1431","Trimethoprim",2,0,"E. coli"
"324","144","Amikacin",0,6,"E. coli"
"325","144","AmoxiClav",0,6,"E. coli"
"326","144","Ampicillin",3,3,"E. coli"
"327","144","Aztreonam",0,6,"E. coli"
"328","144","Cefalotin",0,6,"E. coli"
"329","144","Cefepime",0,6,"E. coli"
"330","144","Cefotaxime",0,6,"E. coli"
"331","144","Cefoxitin",0,6,"E. coli"
"332","144","Ceftazidime",0,6,"E. coli"
"333","144","Cefuroxime",0,6,"E. coli"
"334","144","CefuroximeAxetil",0,6,"E. coli"
"335","144","Ciprofloxacin",0,6,"E. coli"
"336","144","Ertapenem",0,6,"E. coli"
"337","144","Gentamicin",0,6,"E. coli"
"338","144","Meropenem",0,6,"E. coli"
"339","144","PipTaz",0,6,"E. coli"
"340","144","Tigecycline",0,6,"E. coli"
"341","144","Tobramycin",0,6,"E. coli"
"342","144","Trimethoprim",1,5,"E. coli"
"343","1485","Amikacin",0,1,"E. coli"
"344","1485","AmoxiClav",0,1,"E. coli"
"345","1485","Ampicillin",0,1,"E. coli"
"346","1485","Aztreonam",0,1,"E. coli"
"347","1485","Cefalotin",0,0,"E. coli"
"348","1485","Cefepime",0,1,"E. coli"
"349","1485","Cefotaxime",0,1,"E. coli"
"350","1485","Cefoxitin",0,1,"E. coli"
"351","1485","Ceftazidime",0,1,"E. coli"
"352","1485","Cefuroxime",0,1,"E. coli"
"353","1485","CefuroximeAxetil",0,1,"E. coli"
"354","1485","Ciprofloxacin",0,1,"E. coli"
"355","1485","Ertapenem",0,1,"E. coli"
"356","1485","Gentamicin",0,1,"E. coli"
"357","1485","Meropenem",0,1,"E. coli"
"358","1485","PipTaz",0,1,"E. coli"
"359","1485","Tigecycline",0,1,"E. coli"
"360","1485","Tobramycin",0,1,"E. coli"
"361","1485","Trimethoprim",0,1,"E. coli"
"362","1494","Amikacin",0,1,"E. coli"
"363","1494","AmoxiClav",0,1,"E. coli"
"364","1494","Ampicillin",0,1,"E. coli"
"365","1494","Aztreonam",0,1,"E. coli"
"366","1494","Cefalotin",0,1,"E. coli"
"367","1494","Cefepime",0,1,"E. coli"
"368","1494","Cefotaxime",0,1,"E. coli"
"369","1494","Cefoxitin",0,1,"E. coli"
"370","1494","Ceftazidime",0,1,"E. coli"
"371","1494","Cefuroxime",0,1,"E. coli"
"372","1494","CefuroximeAxetil",0,1,"E. coli"
"373","1494","Ciprofloxacin",0,1,"E. coli"
"374","1494","Ertapenem",0,1,"E. coli"
"375","1494","Gentamicin",0,1,"E. coli"
"376","1494","Meropenem",0,1,"E. coli"
"377","1494","PipTaz",0,1,"E. coli"
"378","1494","Tigecycline",0,1,"E. coli"
"379","1494","Tobramycin",0,1,"E. coli"
"380","1494","Trimethoprim",0,1,"E. coli"
"381","155","Amikacin",0,1,"E. coli"
"382","155","AmoxiClav",0,1,"E. coli"
"383","155","Ampicillin",1,0,"E. coli"
"384","155","Aztreonam",0,1,"E. coli"
"385","155","Cefalotin",0,1,"E. coli"
"386","155","Cefepime",0,1,"E. coli"
"387","155","Cefotaxime",0,1,"E. coli"
"388","155","Cefoxitin",0,1,"E. coli"
"389","155","Ceftazidime",0,1,"E. coli"
"390","155","Cefuroxime",0,1,"E. coli"
"391","155","CefuroximeAxetil",0,1,"E. coli"
"392","155","Ciprofloxacin",0,1,"E. coli"
"393","155","Ertapenem",0,1,"E. coli"
"394","155","Gentamicin",0,1,"E. coli"
"395","155","Meropenem",0,1,"E. coli"
"396","155","PipTaz",0,1,"E. coli"
"397","155","Tigecycline",0,1,"E. coli"
"398","155","Tobramycin",0,1,"E. coli"
"399","155","Trimethoprim",0,1,"E. coli"
"400","1594","Amikacin",0,1,"E. coli"
"401","1594","AmoxiClav",0,1,"E. coli"
"402","1594","Ampicillin",0,1,"E. coli"
"403","1594","Aztreonam",0,1,"E. coli"
"404","1594","Cefalotin",0,1,"E. coli"
"405","1594","Cefepime",0,1,"E. coli"
"406","1594","Cefotaxime",0,1,"E. coli"
"407","1594","Cefoxitin",0,1,"E. coli"
"408","1594","Ceftazidime",0,1,"E. coli"
"409","1594","Cefuroxime",0,1,"E. coli"
"410","1594","CefuroximeAxetil",0,1,"E. coli"
"411","1594","Ciprofloxacin",1,0,"E. coli"
"412","1594","Ertapenem",0,1,"E. coli"
"413","1594","Gentamicin",0,1,"E. coli"
"414","1594","Meropenem",0,1,"E. coli"
"415","1594","PipTaz",0,1,"E. coli"
"416","1594","Tigecycline",0,1,"E. coli"
"417","1594","Tobramycin",0,1,"E. coli"
"418","1594","Trimethoprim",1,0,"E. coli"
"419","1618","Amikacin",0,1,"E. coli"
"420","1618","AmoxiClav",0,1,"E. coli"
"421","1618","Ampicillin",0,1,"E. coli"
"422","1618","Aztreonam",0,1,"E. coli"
"423","1618","Cefalotin",0,1,"E. coli"
"424","1618","Cefepime",0,1,"E. coli"
"425","1618","Cefotaxime",0,1,"E. coli"
"426","1618","Cefoxitin",0,1,"E. coli"
"427","1618","Ceftazidime",0,1,"E. coli"
"428","1618","Cefuroxime",0,1,"E. coli"
"429","1618","CefuroximeAxetil",0,1,"E. coli"
"430","1618","Ciprofloxacin",0,1,"E. coli"
"431","1618","Ertapenem",0,1,"E. coli"
"432","1618","Gentamicin",0,1,"E. coli"
"433","1618","Meropenem",0,1,"E. coli"
"434","1618","PipTaz",0,1,"E. coli"
"435","1618","Tigecycline",0,1,"E. coli"
"436","1618","Tobramycin",0,1,"E. coli"
"437","1618","Trimethoprim",0,1,"E. coli"
"438","1722","Amikacin",0,1,"E. coli"
"439","1722","AmoxiClav",1,0,"E. coli"
"440","1722","Ampicillin",1,0,"E. coli"
"441","1722","Aztreonam",0,1,"E. coli"
"442","1722","Cefalotin",1,0,"E. coli"
"443","1722","Cefepime",0,0,"E. coli"
"444","1722","Cefotaxime",0,0,"E. coli"
"445","1722","Cefoxitin",0,1,"E. coli"
"446","1722","Ceftazidime",0,1,"E. coli"
"447","1722","Cefuroxime",1,0,"E. coli"
"448","1722","CefuroximeAxetil",1,0,"E. coli"
"449","1722","Ciprofloxacin",0,1,"E. coli"
"450","1722","Ertapenem",0,1,"E. coli"
"451","1722","Gentamicin",0,1,"E. coli"
"452","1722","Meropenem",0,1,"E. coli"
"453","1722","PipTaz",0,1,"E. coli"
"454","1722","Tigecycline",0,1,"E. coli"
"455","1722","Tobramycin",0,1,"E. coli"
"456","1722","Trimethoprim",1,0,"E. coli"
"457","1979","Amikacin",0,1,"E. coli"
"458","1979","AmoxiClav",1,0,"E. coli"
"459","1979","Ampicillin",1,0,"E. coli"
"460","1979","Aztreonam",0,1,"E. coli"
"461","1979","Cefalotin",0,0,"E. coli"
"462","1979","Cefepime",0,1,"E. coli"
"463","1979","Cefotaxime",0,1,"E. coli"
"464","1979","Cefoxitin",0,1,"E. coli"
"465","1979","Ceftazidime",0,1,"E. coli"
"466","1979","Cefuroxime",0,1,"E. coli"
"467","1979","CefuroximeAxetil",0,1,"E. coli"
"468","1979","Ciprofloxacin",0,1,"E. coli"
"469","1979","Ertapenem",0,1,"E. coli"
"470","1979","Gentamicin",0,1,"E. coli"
"471","1979","Meropenem",0,1,"E. coli"
"472","1979","PipTaz",0,1,"E. coli"
"473","1979","Tigecycline",0,1,"E. coli"
"474","1979","Tobramycin",0,1,"E. coli"
"475","1979","Trimethoprim",1,0,"E. coli"
"476","2015","Amikacin",0,1,"E. coli"
"477","2015","AmoxiClav",0,1,"E. coli"
"478","2015","Ampicillin",0,1,"E. coli"
"479","2015","Aztreonam",0,1,"E. coli"
"480","2015","Cefalotin",0,1,"E. coli"
"481","2015","Cefepime",0,1,"E. coli"
"482","2015","Cefotaxime",0,1,"E. coli"
"483","2015","Cefoxitin",0,1,"E. coli"
"484","2015","Ceftazidime",0,1,"E. coli"
"485","2015","Cefuroxime",0,1,"E. coli"
"486","2015","CefuroximeAxetil",0,1,"E. coli"
"487","2015","Ciprofloxacin",0,1,"E. coli"
"488","2015","Ertapenem",0,1,"E. coli"
"489","2015","Gentamicin",0,1,"E. coli"
"490","2015","Meropenem",0,1,"E. coli"
"491","2015","PipTaz",0,1,"E. coli"
"492","2015","Tigecycline",0,1,"E. coli"
"493","2015","Tobramycin",0,1,"E. coli"
"494","2015","Trimethoprim",0,1,"E. coli"
"495","2067","Amikacin",0,1,"E. coli"
"496","2067","AmoxiClav",0,1,"E. coli"
"497","2067","Ampicillin",0,1,"E. coli"
"498","2067","Aztreonam",0,1,"E. coli"
"499","2067","Cefalotin",0,1,"E. coli"
"500","2067","Cefepime",0,1,"E. coli"
"501","2067","Cefotaxime",0,1,"E. coli"
"502","2067","Cefoxitin",0,1,"E. coli"
"503","2067","Ceftazidime",0,1,"E. coli"
"504","2067","Cefuroxime",0,1,"E. coli"
"505","2067","CefuroximeAxetil",0,1,"E. coli"
"506","2067","Ciprofloxacin",0,1,"E. coli"
"507","2067","Ertapenem",0,1,"E. coli"
"508","2067","Gentamicin",0,1,"E. coli"
"509","2067","Meropenem",0,1,"E. coli"
"510","2067","PipTaz",0,1,"E. coli"
"511","2067","Tigecycline",0,1,"E. coli"
"512","2067","Tobramycin",0,1,"E. coli"
"513","2067","Trimethoprim",0,1,"E. coli"
"514","223","Amikacin",0,1,"E. coli"
"515","223","AmoxiClav",0,1,"E. coli"
"516","223","Ampicillin",0,1,"E. coli"
"517","223","Aztreonam",0,1,"E. coli"
"518","223","Cefalotin",0,0,"E. coli"
"519","223","Cefepime",0,1,"E. coli"
"520","223","Cefotaxime",0,1,"E. coli"
"521","223","Cefoxitin",0,1,"E. coli"
"522","223","Ceftazidime",0,1,"E. coli"
"523","223","Cefuroxime",0,1,"E. coli"
"524","223","CefuroximeAxetil",0,1,"E. coli"
"525","223","Ciprofloxacin",0,1,"E. coli"
"526","223","Ertapenem",0,1,"E. coli"
"527","223","Gentamicin",0,1,"E. coli"
"528","223","Meropenem",0,1,"E. coli"
"529","223","PipTaz",0,1,"E. coli"
"530","223","Tigecycline",0,1,"E. coli"
"531","223","Tobramycin",0,1,"E. coli"
"532","223","Trimethoprim",0,1,"E. coli"
"533","23","Amikacin",0,2,"E. coli"
"534","23","AmoxiClav",1,1,"E. coli"
"535","23","Ampicillin",2,0,"E. coli"
"536","23","Aztreonam",0,2,"E. coli"
"537","23","Cefalotin",1,0,"E. coli"
"538","23","Cefepime",0,2,"E. coli"
"539","23","Cefotaxime",0,2,"E. coli"
"540","23","Cefoxitin",0,2,"E. coli"
"541","23","Ceftazidime",0,2,"E. coli"
"542","23","Cefuroxime",0,2,"E. coli"
"543","23","CefuroximeAxetil",0,2,"E. coli"
"544","23","Ciprofloxacin",0,2,"E. coli"
"545","23","Ertapenem",0,2,"E. coli"
"546","23","Gentamicin",0,2,"E. coli"
"547","23","Meropenem",0,2,"E. coli"
"548","23","PipTaz",0,2,"E. coli"
"549","23","Tigecycline",0,2,"E. coli"
"550","23","Tobramycin",0,2,"E. coli"
"551","23","Trimethoprim",1,1,"E. coli"
"552","2526","Amikacin",0,1,"E. coli"
"553","2526","AmoxiClav",0,1,"E. coli"
"554","2526","Ampicillin",0,1,"E. coli"
"555","2526","Aztreonam",0,1,"E. coli"
"556","2526","Cefalotin",0,0,"E. coli"
"557","2526","Cefepime",0,1,"E. coli"
"558","2526","Cefotaxime",0,1,"E. coli"
"559","2526","Cefoxitin",0,1,"E. coli"
"560","2526","Ceftazidime",0,1,"E. coli"
"561","2526","Cefuroxime",0,1,"E. coli"
"562","2526","CefuroximeAxetil",0,1,"E. coli"
"563","2526","Ciprofloxacin",0,1,"E. coli"
"564","2526","Ertapenem",0,1,"E. coli"
"565","2526","Gentamicin",0,1,"E. coli"
"566","2526","Meropenem",0,1,"E. coli"
"567","2526","PipTaz",0,1,"E. coli"
"568","2526","Tigecycline",0,1,"E. coli"
"569","2526","Tobramycin",0,1,"E. coli"
"570","2526","Trimethoprim",0,1,"E. coli"
"571","2773","Amikacin",0,1,"E. coli"
"572","2773","AmoxiClav",0,1,"E. coli"
"573","2773","Ampicillin",0,1,"E. coli"
"574","2773","Aztreonam",0,1,"E. coli"
"575","2773","Cefalotin",0,0,"E. coli"
"576","2773","Cefepime",0,1,"E. coli"
"577","2773","Cefotaxime",0,1,"E. coli"
"578","2773","Cefoxitin",0,1,"E. coli"
"579","2773","Ceftazidime",0,1,"E. coli"
"580","2773","Cefuroxime",0,1,"E. coli"
"581","2773","CefuroximeAxetil",0,1,"E. coli"
"582","2773","Ciprofloxacin",0,1,"E. coli"
