"","ST","Drug","NumRes","NumSusc","Pathogen"
"55",106,"Cefuroxime",2,3,"E. coli"
"56",106,"Ciprofloxacin",0,5,"E. coli"
"57",106,"Gentamicin",0,5,"E. coli"
"58",106,"Imipenem",0,5,"E. coli"
"59",106,"PipTaz",0,5,"E. coli"
"60",106,"Tigecycline",0,5,"E. coli"
"61",1081,"Amoxicillin",1,0,"E. coli"
"62",1081,"AmoxiClav",0,1,"E. coli"
"63",1081,"Cefotaxime",0,1,"E. coli"
"64",1081,"Ceftazidime",0,1,"E. coli"
"65",1081,"Cefuroxime",0,1,"E. coli"
"66",1081,"Ciprofloxacin",0,1,"E. coli"
"67",1081,"Gentamicin",0,1,"E. coli"
"68",1081,"Imipenem",0,1,"E. coli"
"69",1081,"PipTaz",0,1,"E. coli"
"70",1081,"Tigecycline",0,1,"E. coli"
"71",1125,"Amoxicillin",0,1,"E. coli"
"72",1125,"AmoxiClav",0,1,"E. coli"
"73",1125,"Cefotaxime",0,1,"E. coli"
"74",1125,"Ceftazidime",0,1,"E. coli"
"75",1125,"Cefuroxime",0,1,"E. coli"
"76",1125,"Ciprofloxacin",0,1,"E. coli"
"77",1125,"Gentamicin",0,1,"E. coli"
"78",1125,"Imipenem",0,1,"E. coli"
"79",1125,"PipTaz",0,1,"E. coli"
"80",1125,"Tigecycline",0,1,"E. coli"
"81",115,"Amoxicillin",1,0,"E. coli"
"82",115,"AmoxiClav",0,1,"E. coli"
"83",115,"Cefotaxime",0,1,"E. coli"
"84",115,"Ceftazidime",0,1,"E. coli"
"85",115,"Cefuroxime",0,1,"E. coli"
"86",115,"Ciprofloxacin",0,1,"E. coli"
"87",115,"Gentamicin",0,1,"E. coli"
"88",115,"Imipenem",0,1,"E. coli"
"89",115,"PipTaz",0,1,"E. coli"
"90",115,"Tigecycline",0,1,"E. coli"
"91",1155,"Amoxicillin",0,2,"E. coli"
"92",1155,"AmoxiClav",0,2,"E. coli"
"93",1155,"Cefotaxime",0,2,"E. coli"
"94",1155,"Ceftazidime",0,2,"E. coli"
"95",1155,"Cefuroxime",0,2,"E. coli"
"96",1155,"Ciprofloxacin",0,2,"E. coli"
"97",1155,"Gentamicin",0,2,"E. coli"
"98",1155,"Imipenem",0,2,"E. coli"
"99",1155,"PipTaz",0,2,"E. coli"
"100",1155,"Tigecycline",0,2,"E. coli"
"101",117,"Amoxicillin",9,1,"E. coli"
"102",117,"AmoxiClav",3,7,"E. coli"
"103",117,"Cefotaxime",0,9,"E. coli"
"104",117,"Ceftazidime",0,10,"E. coli"
"105",117,"Cefuroxime",0,10,"E. coli"
"106",117,"Ciprofloxacin",0,10,"E. coli"
"107",117,"Gentamicin",0,10,"E. coli"
"108",117,"Imipenem",0,10,"E. coli"
"109",117,"PipTaz",0,9,"E. coli"
"110",117,"Tigecycline",0,9,"E. coli"
"111",12,"Amoxicillin",43,13,"E. coli"
"112",12,"AmoxiClav",20,36,"E. coli"
"113",12,"Cefotaxime",1,50,"E. coli"
"114",12,"Ceftazidime",1,55,"E. coli"
"115",12,"Cefuroxime",6,50,"E. coli"
"116",12,"Ciprofloxacin",0,56,"E. coli"
"117",12,"Gentamicin",1,53,"E. coli"
"118",12,"Imipenem",0,56,"E. coli"
"119",12,"PipTaz",3,50,"E. coli"
"120",12,"Tigecycline",0,51,"E. coli"
"121",1231,"Amoxicillin",0,2,"E. coli"
"122",1231,"AmoxiClav",0,2,"E. coli"
"123",1231,"Cefotaxime",0,2,"E. coli"
"124",1231,"Ceftazidime",0,2,"E. coli"
"125",1231,"Cefuroxime",0,2,"E. coli"
"126",1231,"Ciprofloxacin",0,2,"E. coli"
"127",1231,"Gentamicin",0,2,"E. coli"
"128",1231,"Imipenem",0,2,"E. coli"
"129",1231,"PipTaz",0,2,"E. coli"
"130",1231,"Tigecycline",0,2,"E. coli"
"131",124,"Amoxicillin",1,0,"E. coli"
"132",124,"AmoxiClav",0,1,"E. coli"
"133",124,"Cefotaxime",0,1,"E. coli"
"134",124,"Ceftazidime",0,1,"E. coli"
"135",124,"Cefuroxime",0,1,"E. coli"
"136",124,"Ciprofloxacin",0,1,"E. coli"
"137",124,"Gentamicin",0,1,"E. coli"
"138",124,"Imipenem",0,1,"E. coli"
"139",124,"PipTaz",0,1,"E. coli"
"140",124,"Tigecycline",0,1,"E. coli"
"141",1257,"Amoxicillin",1,0,"E. coli"
"142",1257,"AmoxiClav",0,1,"E. coli"
"143",1257,"Cefotaxime",0,0,"E. coli"
"144",1257,"Ceftazidime",0,1,"E. coli"
"145",1257,"Cefuroxime",0,1,"E. coli"
"146",1257,"Ciprofloxacin",0,1,"E. coli"
"147",1257,"Gentamicin",0,1,"E. coli"
"148",1257,"Imipenem",0,1,"E. coli"
"149",1257,"PipTaz",0,1,"E. coli"
"150",1257,"Tigecycline",0,0,"E. coli"
"151",126,"Amoxicillin",0,1,"E. coli"
"152",126,"AmoxiClav",0,1,"E. coli"
"153",126,"Cefotaxime",0,0,"E. coli"
"154",126,"Ceftazidime",0,1,"E. coli"
"155",126,"Cefuroxime",0,1,"E. coli"
"156",126,"Ciprofloxacin",0,1,"E. coli"
"157",126,"Gentamicin",0,1,"E. coli"
"158",126,"Imipenem",0,1,"E. coli"
"159",126,"PipTaz",0,1,"E. coli"
"160",126,"Tigecycline",0,0,"E. coli"
"161",1262,"Amoxicillin",0,1,"E. coli"
"162",1262,"AmoxiClav",0,1,"E. coli"
"163",1262,"Cefotaxime",0,1,"E. coli"
"164",1262,"Ceftazidime",0,1,"E. coli"
"165",1262,"Cefuroxime",0,1,"E. coli"
"166",1262,"Ciprofloxacin",0,1,"E. coli"
"167",1262,"Gentamicin",0,1,"E. coli"
"168",1262,"Imipenem",0,1,"E. coli"
"169",1262,"PipTaz",0,1,"E. coli"
"170",1262,"Tigecycline",0,1,"E. coli"
"171",127,"Amoxicillin",13,16,"E. coli"
"172",127,"AmoxiClav",5,24,"E. coli"
"173",127,"Cefotaxime",0,27,"E. coli"
"174",127,"Ceftazidime",0,29,"E. coli"
"175",127,"Cefuroxime",0,29,"E. coli"
"176",127,"Ciprofloxacin",1,28,"E. coli"
"177",127,"Gentamicin",0,29,"E. coli"
"178",127,"Imipenem",0,29,"E. coli"
"179",127,"PipTaz",0,29,"E. coli"
"180",127,"Tigecycline",0,27,"E. coli"
"181",1288,"Amoxicillin",1,0,"E. coli"
"182",1288,"AmoxiClav",0,1,"E. coli"
"183",1288,"Cefotaxime",0,0,"E. coli"
"184",1288,"Ceftazidime",0,1,"E. coli"
"185",1288,"Cefuroxime",1,0,"E. coli"
"186",1288,"Ciprofloxacin",0,1,"E. coli"
"187",1288,"Gentamicin",0,1,"E. coli"
"188",1288,"Imipenem",0,1,"E. coli"
"189",1288,"PipTaz",0,1,"E. coli"
"190",1288,"Tigecycline",0,0,"E. coli"
"191",131,"Amoxicillin",123,23,"E. coli"
"192",131,"AmoxiClav",89,57,"E. coli"
"193",131,"Cefotaxime",54,92,"E. coli"
"194",131,"Ceftazidime",34,98,"E. coli"
"195",131,"Cefuroxime",72,74,"E. coli"
"196",131,"Ciprofloxacin",101,45,"E. coli"
"197",131,"Gentamicin",36,106,"E. coli"
"198",131,"Imipenem",0,146,"E. coli"
"199",131,"PipTaz",15,113,"E. coli"
"200",131,"Tigecycline",0,146,"E. coli"
"201",1333,"Amoxicillin",0,1,"E. coli"
"202",1333,"AmoxiClav",0,1,"E. coli"
"203",1333,"Cefotaxime",0,1,"E. coli"
"204",1333,"Ceftazidime",0,1,"E. coli"
"205",1333,"Cefuroxime",0,1,"E. coli"
"206",1333,"Ciprofloxacin",0,1,"E. coli"
"207",1333,"Gentamicin",0,1,"E. coli"
"208",1333,"Imipenem",0,1,"E. coli"
"209",1333,"PipTaz",0,1,"E. coli"
"210",1333,"Tigecycline",0,1,"E. coli"
"211",1394,"Amoxicillin",2,0,"E. coli"
"212",1394,"AmoxiClav",2,0,"E. coli"
"213",1394,"Cefotaxime",0,2,"E. coli"
"214",1394,"Ceftazidime",0,2,"E. coli"
"215",1394,"Cefuroxime",0,2,"E. coli"
"216",1394,"Ciprofloxacin",2,0,"E. coli"
"217",1394,"Gentamicin",0,2,"E. coli"
"218",1394,"Imipenem",0,2,"E. coli"
"219",1394,"PipTaz",0,2,"E. coli"
"220",1394,"Tigecycline",0,2,"E. coli"
"221",14,"Amoxicillin",9,6,"E. coli"
"222",14,"AmoxiClav",2,13,"E. coli"
"223",14,"Cefotaxime",0,12,"E. coli"
"224",14,"Ceftazidime",0,15,"E. coli"
"225",14,"Cefuroxime",0,15,"E. coli"
"226",14,"Ciprofloxacin",0,15,"E. coli"
"227",14,"Gentamicin",0,15,"E. coli"
"228",14,"Imipenem",0,15,"E. coli"
"229",14,"PipTaz",0,13,"E. coli"
"230",14,"Tigecycline",0,12,"E. coli"
"231",141,"Amoxicillin",3,14,"E. coli"
"232",141,"AmoxiClav",0,17,"E. coli"
"233",141,"Cefotaxime",0,17,"E. coli"
"234",141,"Ceftazidime",0,17,"E. coli"
"235",141,"Cefuroxime",2,15,"E. coli"
"236",141,"Ciprofloxacin",0,17,"E. coli"
"237",141,"Gentamicin",0,17,"E. coli"
"238",141,"Imipenem",0,17,"E. coli"
"239",141,"PipTaz",0,17,"E. coli"
"240",141,"Tigecycline",0,17,"E. coli"
"241",1423,"Amoxicillin",1,0,"E. coli"
"242",1423,"AmoxiClav",0,1,"E. coli"
"243",1423,"Cefotaxime",0,1,"E. coli"
"244",1423,"Ceftazidime",0,1,"E. coli"
"245",1423,"Cefuroxime",0,1,"E. coli"
"246",1423,"Ciprofloxacin",0,1,"E. coli"
"247",1423,"Gentamicin",0,1,"E. coli"
"248",1423,"Imipenem",0,1,"E. coli"
"249",1423,"PipTaz",0,1,"E. coli"
"250",1423,"Tigecycline",0,1,"E. coli"
"251",1431,"Amoxicillin",1,0,"E. coli"
"252",1431,"AmoxiClav",0,1,"E. coli"
"253",1431,"Cefotaxime",0,1,"E. coli"
"254",1431,"Ceftazidime",0,1,"E. coli"
"255",1431,"Cefuroxime",0,1,"E. coli"
"256",1431,"Ciprofloxacin",0,1,"E. coli"
"257",1431,"Gentamicin",0,1,"E. coli"
"258",1431,"Imipenem",0,1,"E. coli"
"259",1431,"PipTaz",0,1,"E. coli"
"260",1431,"Tigecycline",0,1,"E. coli"
"261",144,"Amoxicillin",11,5,"E. coli"
"262",144,"AmoxiClav",1,15,"E. coli"
"263",144,"Cefotaxime",1,11,"E. coli"
"264",144,"Ceftazidime",1,15,"E. coli"
"265",144,"Cefuroxime",0,16,"E. coli"
"266",144,"Ciprofloxacin",0,16,"E. coli"
"267",144,"Gentamicin",0,16,"E. coli"
"268",144,"Imipenem",0,16,"E. coli"
"269",144,"PipTaz",0,16,"E. coli"
"270",144,"Tigecycline",0,12,"E. coli"
"271",1442,"Amoxicillin",0,1,"E. coli"
"272",1442,"AmoxiClav",0,1,"E. coli"
"273",1442,"Cefotaxime",0,1,"E. coli"
"274",1442,"Ceftazidime",0,1,"E. coli"
"275",1442,"Cefuroxime",0,1,"E. coli"
"276",1442,"Ciprofloxacin",0,1,"E. coli"
"277",1442,"Gentamicin",0,1,"E. coli"
"278",1442,"Imipenem",0,1,"E. coli"
"279",1442,"PipTaz",0,1,"E. coli"
"280",1442,"Tigecycline",0,1,"E. coli"
"281",1459,"Amoxicillin",0,1,"E. coli"
"282",1459,"AmoxiClav",0,1,"E. coli"
"283",1459,"Cefotaxime",0,1,"E. coli"
"284",1459,"Ceftazidime",0,1,"E. coli"
"285",1459,"Cefuroxime",0,1,"E. coli"
"286",1459,"Ciprofloxacin",0,1,"E. coli"
"287",1459,"Gentamicin",0,1,"E. coli"
"288",1459,"Imipenem",0,1,"E. coli"
"289",1459,"PipTaz",0,1,"E. coli"
"290",1459,"Tigecycline",0,1,"E. coli"
"291",1486,"Amoxicillin",0,1,"E. coli"
"292",1486,"AmoxiClav",0,1,"E. coli"
"293",1486,"Cefotaxime",0,1,"E. coli"
"294",1486,"Ceftazidime",0,1,"E. coli"
"295",1486,"Cefuroxime",0,1,"E. coli"
"296",1486,"Ciprofloxacin",0,1,"E. coli"
"297",1486,"Gentamicin",0,1,"E. coli"
"298",1486,"Imipenem",0,1,"E. coli"
"299",1486,"PipTaz",0,1,"E. coli"
"300",1486,"Tigecycline",0,1,"E. coli"
"301",1531,"Amoxicillin",1,0,"E. coli"
"302",1531,"AmoxiClav",0,1,"E. coli"
"303",1531,"Cefotaxime",0,0,"E. coli"
"304",1531,"Ceftazidime",0,1,"E. coli"
"305",1531,"Cefuroxime",0,1,"E. coli"
"306",1531,"Ciprofloxacin",0,1,"E. coli"
"307",1531,"Gentamicin",0,1,"E. coli"
"308",1531,"Imipenem",0,1,"E. coli"
"309",1531,"PipTaz",0,1,"E. coli"
"310",1531,"Tigecycline",0,0,"E. coli"
"311",155,"Amoxicillin",1,0,"E. coli"
"312",155,"AmoxiClav",0,1,"E. coli"
"313",155,"Cefotaxime",0,0,"E. coli"
"314",155,"Ceftazidime",0,1,"E. coli"
"315",155,"Cefuroxime",0,1,"E. coli"
"316",155,"Ciprofloxacin",1,0,"E. coli"
"317",155,"Gentamicin",0,1,"E. coli"
"318",155,"Imipenem",0,1,"E. coli"
"319",155,"PipTaz",0,1,"E. coli"
"320",155,"Tigecycline",0,0,"E. coli"
"321",1604,"Amoxicillin",1,0,"E. coli"
"322",1604,"AmoxiClav",0,1,"E. coli"
"323",1604,"Cefotaxime",0,1,"E. coli"
"324",1604,"Ceftazidime",0,1,"E. coli"
"325",1604,"Cefuroxime",0,1,"E. coli"
"326",1604,"Ciprofloxacin",0,1,"E. coli"
"327",1604,"Gentamicin",0,1,"E. coli"
"328",1604,"Imipenem",0,1,"E. coli"
"329",1604,"PipTaz",0,1,"E. coli"
"330",1604,"Tigecycline",0,1,"E. coli"
"331",1618,"Amoxicillin",0,2,"E. coli"
"332",1618,"AmoxiClav",0,2,"E. coli"
"333",1618,"Cefotaxime",0,2,"E. coli"
"334",1618,"Ceftazidime",0,2,"E. coli"
"335",1618,"Cefuroxime",0,2,"E. coli"
"336",1618,"Ciprofloxacin",0,2,"E. coli"
"337",1618,"Gentamicin",0,2,"E. coli"
"338",1618,"Imipenem",0,2,"E. coli"
"339",1618,"PipTaz",0,2,"E. coli"
"340",1618,"Tigecycline",0,2,"E. coli"
"341",162,"Amoxicillin",0,2,"E. coli"
"342",162,"AmoxiClav",0,2,"E. coli"
"343",162,"Cefotaxime",0,2,"E. coli"
"344",162,"Ceftazidime",0,2,"E. coli"
"345",162,"Cefuroxime",0,2,"E. coli"
"346",162,"Ciprofloxacin",0,2,"E. coli"
"347",162,"Gentamicin",0,2,"E. coli"
"348",162,"Imipenem",0,2,"E. coli"
"349",162,"PipTaz",0,2,"E. coli"
"350",162,"Tigecycline",0,2,"E. coli"
"351",167,"Amoxicillin",5,0,"E. coli"
"352",167,"AmoxiClav",4,1,"E. coli"
"353",167,"Cefotaxime",3,2,"E. coli"
"354",167,"Ceftazidime",3,2,"E. coli"
"355",167,"Cefuroxime",3,2,"E. coli"
"356",167,"Ciprofloxacin",5,0,"E. coli"
"357",167,"Gentamicin",4,1,"E. coli"
"358",167,"Imipenem",0,5,"E. coli"
"359",167,"PipTaz",3,1,"E. coli"
"360",167,"Tigecycline",0,5,"E. coli"
"361",1670,"Amoxicillin",0,1,"E. coli"
"362",1670,"AmoxiClav",0,1,"E. coli"
"363",1670,"Cefotaxime",0,0,"E. coli"
"364",1670,"Ceftazidime",0,1,"E. coli"
"365",1670,"Cefuroxime",0,1,"E. coli"
"366",1670,"Ciprofloxacin",0,1,"E. coli"
"367",1670,"Gentamicin",0,1,"E. coli"
"368",1670,"Imipenem",0,1,"E. coli"
"369",1670,"PipTaz",0,1,"E. coli"
"370",1670,"Tigecycline",0,0,"E. coli"
"371",1810,"Amoxicillin",0,1,"E. coli"
"372",1810,"AmoxiClav",0,1,"E. coli"
"373",1810,"Cefotaxime",0,1,"E. coli"
"374",1810,"Ceftazidime",0,1,"E. coli"
"375",1810,"Cefuroxime",0,1,"E. coli"
"376",1810,"Ciprofloxacin",0,1,"E. coli"
"377",1810,"Gentamicin",0,1,"E. coli"
"378",1810,"Imipenem",0,1,"E. coli"
"379",1810,"PipTaz",0,1,"E. coli"
"380",1810,"Tigecycline",0,1,"E. coli"
"381",1858,"Amoxicillin",0,1,"E. coli"
"382",1858,"AmoxiClav",0,1,"E. coli"
"383",1858,"Cefotaxime",0,1,"E. coli"
"384",1858,"Ceftazidime",0,1,"E. coli"
"385",1858,"Cefuroxime",0,1,"E. coli"
"386",1858,"Ciprofloxacin",0,1,"E. coli"
"387",1858,"Gentamicin",0,1,"E. coli"
"388",1858,"Imipenem",0,1,"E. coli"
"389",1858,"PipTaz",0,1,"E. coli"
"390",1858,"Tigecycline",0,1,"E. coli"
"391",1946,"Amoxicillin",1,0,"E. coli"
"392",1946,"AmoxiClav",0,1,"E. coli"
"393",1946,"Cefotaxime",0,1,"E. coli"
"394",1946,"Ceftazidime",0,1,"E. coli"
"395",1946,"Cefuroxime",0,1,"E. coli"
"396",1946,"Ciprofloxacin",0,1,"E. coli"
"397",1946,"Gentamicin",0,1,"E. coli"
"398",1946,"Imipenem",0,1,"E. coli"
"399",1946,"PipTaz",0,1,"E. coli"
"400",1946,"Tigecycline",0,1,"E. coli"
"401",1972,"Amoxicillin",0,2,"E. coli"
"402",1972,"AmoxiClav",0,2,"E. coli"
"403",1972,"Cefotaxime",0,2,"E. coli"
"404",1972,"Ceftazidime",0,2,"E. coli"
"405",1972,"Cefuroxime",1,1,"E. coli"
"406",1972,"Ciprofloxacin",0,2,"E. coli"
"407",1972,"Gentamicin",0,2,"E. coli"
"408",1972,"Imipenem",0,2,"E. coli"
"409",1972,"PipTaz",0,2,"E. coli"
"410",1972,"Tigecycline",0,2,"E. coli"
"411",2020,"Amoxicillin",1,0,"E. coli"
"412",2020,"AmoxiClav",0,1,"E. coli"
"413",2020,"Cefotaxime",0,1,"E. coli"
"414",2020,"Ceftazidime",0,1,"E. coli"
"415",2020,"Cefuroxime",0,1,"E. coli"
"416",2020,"Ciprofloxacin",0,1,"E. coli"
"417",2020,"Gentamicin",0,1,"E. coli"
"418",2020,"Imipenem",0,1,"E. coli"
"419",2020,"PipTaz",0,1,"E. coli"
"420",2020,"Tigecycline",0,1,"E. coli"
"421",2230,"Amoxicillin",2,0,"E. coli"
"422",2230,"AmoxiClav",2,0,"E. coli"
"423",2230,"Cefotaxime",2,0,"E. coli"
"424",2230,"Ceftazidime",2,0,"E. coli"
"425",2230,"Cefuroxime",2,0,"E. coli"
"426",2230,"Ciprofloxacin",0,2,"E. coli"
"427",2230,"Gentamicin",0,2,"E. coli"
"428",2230,"Imipenem",0,2,"E. coli"
"429",2230,"PipTaz",0,2,"E. coli"
"430",2230,"Tigecycline",0,2,"E. coli"
"431",2253,"Amoxicillin",2,0,"E. coli"
"432",2253,"AmoxiClav",0,2,"E. coli"
"433",2253,"Cefotaxime",0,2,"E. coli"
"434",2253,"Ceftazidime",0,2,"E. coli"
"435",2253,"Cefuroxime",0,2,"E. coli"
"436",2253,"Ciprofloxacin",0,1,"E. coli"
"437",2253,"Gentamicin",1,1,"E. coli"
"438",2253,"Imipenem",0,2,"E. coli"
"439",2253,"PipTaz",0,2,"E. coli"
"440",2253,"Tigecycline",0,2,"E. coli"
"441",2272,"Amoxicillin",1,0,"E. coli"
"442",2272,"AmoxiClav",0,1,"E. coli"
"443",2272,"Cefotaxime",0,1,"E. coli"
"444",2272,"Ceftazidime",0,1,"E. coli"
"445",2272,"Cefuroxime",0,1,"E. coli"
"446",2272,"Ciprofloxacin",0,1,"E. coli"
"447",2272,"Gentamicin",0,1,"E. coli"
"448",2272,"Imipenem",0,1,"E. coli"
"449",2272,"PipTaz",0,1,"E. coli"
"450",2272,"Tigecycline",0,1,"E. coli"
"451",23,"Amoxicillin",2,2,"E. coli"
"452",23,"AmoxiClav",1,3,"E. coli"
"453",23,"Cefotaxime",0,4,"E. coli"
"454",23,"Ceftazidime",0,4,"E. coli"
"455",23,"Cefuroxime",0,4,"E. coli"
"456",23,"Ciprofloxacin",0,4,"E. coli"
"457",23,"Gentamicin",0,4,"E. coli"
"458",23,"Imipenem",0,4,"E. coli"
"459",23,"PipTaz",0,4,"E. coli"
"460",23,"Tigecycline",0,4,"E. coli"
"461",2307,"Amoxicillin",1,0,"E. coli"
"462",2307,"AmoxiClav",0,1,"E. coli"
"463",2307,"Cefotaxime",0,1,"E. coli"
"464",2307,"Ceftazidime",0,1,"E. coli"
"465",2307,"Cefuroxime",0,1,"E. coli"
"466",2307,"Ciprofloxacin",0,1,"E. coli"
"467",2307,"Gentamicin",0,1,"E. coli"
"468",2307,"Imipenem",0,1,"E. coli"
"469",2307,"PipTaz",0,1,"E. coli"
"470",2307,"Tigecycline",0,1,"E. coli"
"471",2494,"Amoxicillin",1,0,"E. coli"
"472",2494,"AmoxiClav",0,1,"E. coli"
"473",2494,"Cefotaxime",0,1,"E. coli"
"474",2494,"Ceftazidime",0,1,"E. coli"
"475",2494,"Cefuroxime",0,1,"E. coli"
"476",2494,"Ciprofloxacin",0,1,"E. coli"
"477",2494,"Gentamicin",0,1,"E. coli"
"478",2494,"Imipenem",0,1,"E. coli"
"479",2494,"PipTaz",0,1,"E. coli"
"480",2494,"Tigecycline",0,1,"E. coli"
"481",2567,"Amoxicillin",0,1,"E. coli"
"482",2567,"AmoxiClav",0,1,"E. coli"
"483",2567,"Cefotaxime",0,1,"E. coli"
"484",2567,"Ceftazidime",0,1,"E. coli"
"485",2567,"Cefuroxime",0,1,"E. coli"
"486",2567,"Ciprofloxacin",0,1,"E. coli"
"487",2567,"Gentamicin",0,1,"E. coli"
"488",2567,"Imipenem",0,1,"E. coli"
"489",2567,"PipTaz",0,1,"E. coli"
"490",2567,"Tigecycline",0,1,"E. coli"
"491",2617,"Amoxicillin",1,0,"E. coli"
"492",2617,"AmoxiClav",1,0,"E. coli"
"493",2617,"Cefotaxime",0,1,"E. coli"
"494",2617,"Ceftazidime",0,1,"E. coli"
"495",2617,"Cefuroxime",0,1,"E. coli"
"496",2617,"Ciprofloxacin",0,1,"E. coli"
"497",2617,"Gentamicin",0,1,"E. coli"
"498",2617,"Imipenem",0,1,"E. coli"
"499",2617,"PipTaz",0,1,"E. coli"
"500",2617,"Tigecycline",0,1,"E. coli"
"501",2802,"Amoxicillin",0,1,"E. coli"
"502",2802,"AmoxiClav",0,1,"E. coli"
"503",2802,"Cefotaxime",0,1,"E. coli"
"504",2802,"Ceftazidime",0,1,"E. coli"
"505",2802,"Cefuroxime",0,1,"E. coli"
"506",2802,"Ciprofloxacin",0,1,"E. coli"
"507",2802,"Gentamicin",0,1,"E. coli"
"508",2802,"Imipenem",0,1,"E. coli"
"509",2802,"PipTaz",0,1,"E. coli"
"510",2802,"Tigecycline",0,1,"E. coli"
"511",2914,"Amoxicillin",1,0,"E. coli"
"512",2914,"AmoxiClav",0,1,"E. coli"
"513",2914,"Cefotaxime",0,1,"E. coli"
"514",2914,"Ceftazidime",0,1,"E. coli"
"515",2914,"Cefuroxime",0,1,"E. coli"
"516",2914,"Ciprofloxacin",0,1,"E. coli"
"517",2914,"Gentamicin",0,1,"E. coli"
"518",2914,"Imipenem",0,1,"E. coli"
"519",2914,"PipTaz",0,1,"E. coli"
"520",2914,"Tigecycline",0,1,"E. coli"
"521",295,"Amoxicillin",0,1,"E. coli"
"522",295,"AmoxiClav",0,1,"E. coli"
"523",295,"Cefotaxime",0,1,"E. coli"
"524",295,"Ceftazidime",0,1,"E. coli"
"525",295,"Cefuroxime",0,1,"E. coli"
"526",295,"Ciprofloxacin",0,1,"E. coli"
"527",295,"Gentamicin",0,1,"E. coli"
"528",295,"Imipenem",0,1,"E. coli"
"529",295,"PipTaz",0,1,"E. coli"
"530",295,"Tigecycline",0,1,"E. coli"
"531",297,"Amoxicillin",0,1,"E. coli"
"532",297,"AmoxiClav",0,1,"E. coli"
"533",297,"Cefotaxime",0,0,"E. coli"
"534",297,"Ceftazidime",0,1,"E. coli"
"535",297,"Cefuroxime",0,1,"E. coli"
"536",297,"Ciprofloxacin",0,1,"E. coli"
"537",297,"Gentamicin",1,0,"E. coli"
"538",297,"Imipenem",0,1,"E. coli"
"539",297,"PipTaz",0,1,"E. coli"
"540",297,"Tigecycline",0,0,"E. coli"
"541",3290,"Amoxicillin",1,0,"E. coli"
"542",3290,"AmoxiClav",0,1,"E. coli"
"543",3290,"Cefotaxime",0,1,"E. coli"
"544",3290,"Ceftazidime",0,1,"E. coli"
"545",3290,"Cefuroxime",0,1,"E. coli"
"546",3290,"Ciprofloxacin",0,1,"E. coli"
"547",3290,"Gentamicin",0,1,"E. coli"
"548",3290,"Imipenem",0,1,"E. coli"
"549",3290,"PipTaz",0,1,"E. coli"
"550",3290,"Tigecycline",0,1,"E. coli"
"551",345,"Amoxicillin",1,1,"E. coli"
"552",345,"AmoxiClav",0,2,"E. coli"
